year,month,day,hour,PM2.5,temperature,pressure,rain,wind_direction,wind_speed
2013,8,6,22,174,29.5,995.6,0,N,0.9
2013,8,6,23,220,28.4,995.6,0,ESE,1
2013,8,7,0,205,26.4,997,0,NNE,2.4
2013,8,7,1,33,25.6,995.4,0.1,N,2.6
2013,8,7,2,26,24.1,996.8,0.1,NNE,0
2013,8,7,3,29,24.4,997.4,0,WSW,0.7
2013,8,7,4,30,24.5,996.9,0,NE,1
2013,8,7,5,42,24.7,996.9,0,NNE,1.9
2013,8,7,6,42,24.8,997.3,0,E,0.6
2013,8,7,7,34,25.5,997.2,0.3,WSW,1.3
2013,8,7,8,34,27.5,997.8,0,ENE,0.7
2013,8,7,9,29,28.5,997.6,0,N,1
2013,8,7,10,34,29.7,998,0,NNE,1.6
2013,8,7,11,33,29.6,997.6,0,NE,2.8
2013,8,7,12,33,28.6,997.6,0,NE,3
2013,8,7,13,20,28.5,997.5,0,NNE,1.7
2013,8,7,14,21,23.7,997.6,6,NE,2.7
2013,8,7,15,21,24.3,997.5,0.1,NNE,2.7
2013,8,7,16,15,24.3,996.9,0,NE,2.2
2013,8,7,17,15,22.6,997.1,1,E,0.9
2013,8,7,18,16,22.4,995.5,0.4,NNE,0.8
2013,8,7,19,16,22.5,995.8,0,N,1.2
2013,8,7,20,23,22.2,996.7,0,NNE,0
2013,8,7,21,23,22.1,996.7,0,ENE,0.7
2013,8,7,22,18,22.2,996.2,0,WSW,0.7
2013,8,7,23,17,22.1,996.1,0,NNW,0
2013,8,8,0,17,21.7,995.3,0,W,0.8
2013,8,8,1,19,21.5,995.3,0,NW,0
2013,8,8,2,20,21.4,995.2,0,SSW,0.5
2013,8,8,3,17,21.4,994.9,0,WNW,0.2
2013,8,8,4,17,21.1,995.2,0,NW,0
2013,8,8,5,18,21.3,995.1,0,W,0.1
2013,8,8,6,19,22.3,995.1,0,NNW,0.1
2013,8,8,7,17,23.6,995.3,0,W,0.5
2013,8,8,8,17,25.7,995.4,0,W,1
2013,8,8,9,24,29.3,995.7,0,W,0.8
2013,8,8,10,27,31.1,995.5,0,SW,1.6
2013,8,8,11,27,31.4,995.1,0,SSW,1.6
2013,8,8,12,27,33,994.7,0,SSW,1.9
2013,8,8,13,37,33.3,994.1,0,WSW,1.8
2013,8,8,14,45,33.5,993.2,0,SW,3
2013,8,8,15,45,33.9,993,0,SSW,1.9
2013,8,8,16,35,32.9,993,0,WSW,3.5
2013,8,8,17,28,31.6,993.3,0,WSW,3.2
2013,8,8,18,33,31.1,994.1,0,SW,3.4
2013,8,8,19,40,30,995.4,0,W,1.9
2013,8,8,20,40,29.8,996.1,0,SW,0.6
2013,8,8,21,44,26.5,995.7,0,NW,1.2
2013,8,8,22,25,24.7,995.6,0,NW,0.4
2013,8,8,23,36,23.5,995.4,0,N,0.2
2013,8,9,0,36,22.7,995.2,0,N,0.2
2013,8,9,1,25,22.3,995.1,0,N,0
2013,8,9,2,26,21.6,994.9,0,NE,0
2013,8,9,3,26,21.6,995.2,0,ENE,0.7
2013,8,9,4,22,21.5,995.7,0,NE,1.1
2013,8,9,5,22,21.1,996,0,NE,1
2013,8,9,6,15,22.5,996.5,0,ENE,1.2
2013,8,9,7,20,24.8,996.7,0,NNE,1.1
2013,8,9,8,20,28.1,997,0,NNE,1.8
2013,8,9,9,30,30.6,996.5,0,NE,1.2
2013,8,9,10,29,32,996.5,0,W,1.1
2013,8,9,11,31,33.4,996.1,0,WNW,0
2013,8,9,12,33,35,995.6,0,WSW,1
2013,8,9,13,42,36.4,994.9,0,SSW,1.4
2013,8,9,14,42,36,994,0,SW,1
2013,8,9,15,33,35.8,994.1,0,SW,1.9
2013,8,9,16,42,34.9,994.1,0,WSW,2.5
2013,8,9,17,40,33.8,994.4,0,WSW,2.4
2013,8,9,18,47,32,994.9,0,WSW,2
2013,8,9,19,47,31.1,995.7,0,WSW,1.4
2013,8,9,20,48,29.3,996.4,0,SW,0.6
2013,8,9,21,48,27.8,996.7,0,SW,0
2013,8,9,22,56,26.7,997,0,WSW,0
2013,8,9,23,57,26.1,997.1,0,NE,0.8
2013,8,10,0,57,27,997.4,0,NE,1.3
2013,8,10,1,98,26.2,997.5,0,NE,1.1
2013,8,10,2,99,25.2,997.5,0,NE,1.4
2013,8,10,3,108,24.8,997.5,0,NE,0.5
2013,8,10,4,77,24.5,997.8,0,NE,0.9
2013,8,10,5,40,24.3,998.8,0,NE,0.5
2013,8,10,6,44,25.5,999.8,0,NE,1.2
2013,8,10,7,42,27.5,1000.3,0,NE,1.2
2013,8,10,8,42,29.7,1000.5,0,ENE,1.2
2013,8,10,9,34,31.3,1000.6,0,ENE,1.6
2013,8,10,10,51,32.2,1000,0,NNE,1.6
2013,8,10,11,72,33.2,999.2,0,NE,1.6
2013,8,10,12,124,34.6,998.8,0,W,1.4
2013,8,10,13,147,36.3,998.2,0,WSW,2
2013,8,10,14,147,35.2,998.6,0,SW,2.3
2013,8,10,15,147,34.8,998.5,0,SSW,2.2
2013,8,10,16,135,34.1,998.5,0,SW,2.8
2013,8,10,17,135,33.2,998.7,0,SSW,1.7
2013,8,10,18,128,32.3,999.3,0,SW,2.3
2013,8,10,19,117,31.3,999.7,0,SW,1.5
2013,8,10,20,99,30.9,1000.3,0,SSW,1.3
2013,8,10,21,99,30,1000.5,0,SW,1.3
2013,8,10,22,88,30,1001,0,S,1.3
2013,8,10,23,86,28.7,1000.9,0,SSW,0.7
2013,8,11,0,90,29.1,1001.1,0,W,1.2
2013,8,11,1,90,27.5,1001.2,0,S,0.2
2013,8,11,2,90,26.9,1001.3,0,SSE,0
2013,8,11,3,100,26.7,1001,0,S,0
2013,8,11,4,100,26.1,1000.8,0,NE,1.6
2013,8,11,5,183,26.2,1000.8,0,NNE,1.3
2013,8,11,6,183,27.2,1001.7,0,ENE,0.8
2013,8,11,7,235,27.9,1001.9,0,ENE,0.7
2013,8,11,8,235,26.8,1002.1,2,E,0.9
2013,8,11,9,210,28.3,1002,0,WSW,1
2013,8,11,10,210,28.1,1001.8,0,SSW,0.5
2013,8,11,11,245,29.8,1000.9,0,S,1.6
2013,8,11,12,260,31.8,999.7,0,ESE,1.1
2013,8,11,13,260,30.8,998.9,1.1,SSE,1.1
2013,8,11,14,249,28.5,997.4,3.6,NE,4.3
2013,8,11,15,209,23.5,1000.4,72.5,NNE,3.9
2013,8,11,16,146,23.6,998.9,6.8,SSW,0.4
2013,8,11,17,146,23.9,999,1.1,ESE,0.9
2013,8,11,18,57,23.8,1000.1,0.1,NE,1
2013,8,11,19,41,23.4,1001.5,0.1,NW,0.2
2013,8,11,20,48,23.8,1000.6,0,NE,0.7
2013,8,11,21,48,24.2,999.1,0.3,WSW,0.4
2013,8,11,22,41,24.3,998.5,0.1,S,0.7
2013,8,11,23,59,24.1,998.5,0,WSW,1.5
2013,8,12,0,63,24,999.8,0,SW,1.5
2013,8,12,1,56,23.9,1000.3,0,SW,1.3
2013,8,12,2,59,24,999.8,0,SSW,2.5
2013,8,12,3,55,23.8,999.2,0,WSW,1.2
2013,8,12,4,52,23.6,999.1,0,SW,0.9
2013,8,12,5,52,23.8,998.9,0,WNW,0.4
2013,8,12,6,47,24.1,999.2,0,W,1.1
2013,8,12,7,41,24.5,1000.1,0,WSW,1.4
2013,8,12,8,41,25.4,1000.6,0,WSW,2.2
2013,8,12,9,30,26.6,1000.4,0,SSW,1.3
2013,8,12,10,30,28.2,1000.1,0,WSW,1.9
2013,8,12,11,46,29.1,999.9,0,SW,1.5
2013,8,12,12,46,29.8,999.4,0,WSW,2.1
2013,8,12,13,28,30,999.3,0,SSW,2.7
2013,8,12,14,34,30.3,998.6,0,SE,1.9
2013,8,12,15,49,30.6,998.4,0,SW,1.7
2013,8,12,16,47,29.4,998.1,0,SW,2.2
2013,8,12,17,37,28.9,998.1,0,SW,2
2013,8,12,18,47,28.3,998.7,0,SW,1.3
2013,8,12,19,49,28.2,999.1,0,SW,1.4
2013,8,12,20,54,28,999.7,0,SW,2.4
2013,8,12,21,59,27.5,1000.1,0,S,1.1
2013,8,12,22,70,27,999.2,0,SSW,0.9
2013,8,12,23,84,26.3,999.8,0,WSW,1.5
2013,8,13,0,94,25.7,1000,0,WSW,1
2013,8,13,1,102,25.5,1000.3,0,SSW,1.1
2013,8,13,2,92,25.3,1000.5,0,SW,1.5
2013,8,13,3,103,25.8,1000.8,0,SW,1.9
2013,8,13,4,94,25.5,1000.1,0,S,0.8
2013,8,13,5,80,24.9,1000.3,0,S,0.8
2013,8,13,6,86,25.7,1000.2,0,SE,0
2013,8,13,7,86,26.7,1000.5,0,WSW,1.3
2013,8,13,8,67,27.6,1000.2,0,WSW,1.9
2013,8,13,9,70,29.3,999.7,0,WNW,1
2013,8,13,10,97,30.6,999.6,0,S,1.1
2013,8,13,11,73,30.5,998.8,0,WSW,1.5
2013,8,13,12,75,31.7,998.5,0,SSE,0.8
2013,8,13,13,95,31.9,998.2,0,SSW,0.9
2013,8,13,14,80,32.5,997.6,0,WSW,2.3
2013,8,13,15,69,32.4,997.4,0,SW,2
2013,8,13,16,87,31.5,997.5,0,SW,1.5
2013,8,13,17,94,30.8,997.5,0,SW,1.8
2013,8,13,18,103,30.2,998,0,SW,2.5
2013,8,13,19,104,29.8,998.5,0,SW,2.1
2013,8,13,20,102,28.9,999.8,0,SW,1
2013,8,13,21,108,28,1000.1,0,NNE,1.1
2013,8,13,22,101,26.9,998.1,0,SW,2.7
2013,8,13,23,30,26.5,997.9,0,WSW,1.4
2013,8,14,0,29,25.8,997.8,0,NE,1
2013,8,14,1,50,26.2,998.7,0,E,1
2013,8,14,2,47,25.7,997.6,0,NE,1.4
2013,8,14,3,40,25,998.2,0,NE,0.5
2013,8,14,4,50,24.5,999.1,0,N,0.4
2013,8,14,5,60,23.9,999.8,0,SW,1.7
2013,8,14,6,54,24.7,999.8,0,N,0
2013,8,14,7,59,26.2,999.8,0,WSW,1.1
2013,8,14,8,36,28.4,999.5,0,NNE,2.1
2013,8,14,9,52,30.2,999.1,0,E,1.3
2013,8,14,10,71,31.3,998.7,0,E,1.3
2013,8,14,11,90,32.6,998.4,0,ENE,1
2013,8,14,12,91,33.4,997.7,0,SSE,0.6
2013,8,14,13,85,33.7,997.7,0,SSW,1.8
2013,8,14,14,64,33,997.4,0,SSW,2.1
2013,8,14,15,50,32.1,997.1,0,S,1.9
2013,8,14,16,71,31.9,997.6,0,SSW,2.3
2013,8,14,17,84,31.1,997.4,0,SW,2
2013,8,14,18,86,30.2,997.8,0,SW,3.4
2013,8,14,19,87,29.8,998.2,0,SW,1.2
2013,8,14,20,91,29.8,998.5,0,SSW,1.6
2013,8,14,21,91,29.8,998.3,0,SSW,1.7
2013,8,14,22,93,29.7,998.2,0,SSW,1.6
2013,8,14,23,88,29,998.2,0,SW,1.6
2013,8,15,0,79,28.1,997.9,0,SSW,1
2013,8,15,1,80,27.8,998.1,0,WSW,1.1
2013,8,15,2,79,27.6,998.1,0,SW,1.2
2013,8,15,3,80,27.1,997.4,0,NW,0.4
2013,8,15,4,88,27.3,997.8,0,WSW,0.9
2013,8,15,5,81,27.2,997.7,0,ESE,0.5
2013,8,15,6,87,27.4,998.1,0,NW,0.9
2013,8,15,7,77,28.3,998.5,0,SW,1.2
2013,8,15,8,92,29.3,998.3,0,NE,1.3
2013,8,15,9,105,30.4,998.4,0,NNE,1.3
2013,8,15,10,123,31.4,997.9,0,NE,0.8
2013,8,15,11,126,32,997.5,0,SE,0.9
2013,8,15,12,113,32.6,997.2,0,NE,1.5
2013,8,15,13,121,32.5,996.4,0,SW,1.4
2013,8,15,14,116,32.8,996.2,0,WSW,1.5
2013,8,15,15,127,33.2,995.6,0,SW,1.5
2013,8,15,16,128,32.2,995.8,0,SSE,1.2
2013,8,15,17,126,31.8,995.9,0,WSW,1.6
2013,8,15,18,145,30.9,996.1,0,SW,1.1
2013,8,15,19,164,29.9,996,0,NW,0.8
2013,8,15,20,177,29.5,996,0,SW,1.2
2013,8,15,21,186,29.4,995.6,0,SSW,0.8
2013,8,15,22,206,28.8,995,0,SE,0
2013,8,15,23,206,28.5,994.5,0,W,0.9
2013,8,16,0,197,29.1,993.5,0,SSW,3
2013,8,16,1,113,28.2,992.6,0,SW,1
2013,8,16,2,62,28,993.1,0,SSE,0.5
2013,8,16,3,76,27.5,992.6,0,WSW,0.9
2013,8,16,4,66,27.1,992.2,0,NNW,0.4
2013,8,16,5,47,27.3,992.2,0,NE,0.7
2013,8,16,6,68,27.4,991.8,0,NE,1.3
2013,8,16,7,56,27.4,991.8,0,N,1.2
2013,8,16,8,56,27.6,992.2,0,NE,2.1
2013,8,16,9,87,28.1,992.2,0,NE,1.5
2013,8,16,10,93,29.5,991.9,0,NE,2.2
2013,8,16,11,105,31.1,991.4,0,SW,0.4
2013,8,16,12,127,32.5,991,0,SW,0.8
2013,8,16,13,146,32.4,991.2,0,WSW,1.1
2013,8,16,14,159,32.3,991,0,ENE,1.2
2013,8,16,15,164,31.6,990.8,0,N,0.6
2013,8,16,16,168,31.1,991,0,ESE,0.7
2013,8,16,17,183,30.7,991.1,0,NE,0.1
2013,8,16,18,182,30.4,991.8,0,NNE,0.9
2013,8,16,19,177,29.7,992.1,0,NE,1.3
2013,8,16,20,187,29.4,993.2,0,NNE,1
2013,8,16,21,185,28.7,993,1.1,NNE,0.9
2013,8,16,22,177,28.3,992.6,0,ENE,0.5
2013,8,16,23,155,28.3,992.8,0,NNE,1
2013,8,17,0,182,28.1,992.5,0,NE,1.3
2013,8,17,1,158,27.5,992.6,0,ENE,0.7
2013,8,17,2,181,26.4,992.8,0,N,0
2013,8,17,3,111,25.4,993.2,0,N,0.8
2013,8,17,4,39,26.8,993.8,0,N,1.3
2013,8,17,5,24,28.6,994.7,0,NNW,2.5
2013,8,17,6,18,28.7,995.8,0,NNW,1.8
2013,8,17,7,19,29.5,995.9,0,NNE,0.8
2013,8,17,8,19,32.4,996.3,0,N,1.5
2013,8,17,9,25,33.6,996.3,0,NW,2.2
2013,8,17,10,23,34.5,996.6,0,NNE,2.1
2013,8,17,11,32,34.3,996.6,0,W,1.4
2013,8,17,12,32,35.7,996.1,0,N,3.3
2013,8,17,13,25,36.3,996,0,N,3.6
2013,8,17,14,26,35.5,995.7,0,W,2.3
2013,8,17,15,20,35.7,996,0,W,1.7
2013,8,17,16,17,35.6,996.1,0,NW,1.2
2013,8,17,17,13,34.2,996.1,0,NNW,1.8
2013,8,17,18,10,32.1,997.2,0,N,0.9
2013,8,17,19,11,28.7,997.7,0,NNW,0.8
2013,8,17,20,14,26.3,998.4,0,NE,0.4
2013,8,17,21,12,25.2,999,0,NW,0
2013,8,17,22,14,27.9,999.3,0,NE,0.9
2013,8,17,23,20,24.9,999.8,0,NE,1.4
2013,8,18,0,15,26.3,999.8,0,NNE,0.7
2013,8,18,1,10,25.2,1000.5,0,NE,1.9
2013,8,18,2,9,24.3,1001.3,0,N,1.3
2013,8,18,3,10,23.3,1001.8,0,NNW,0.6
2013,8,18,4,4,22.5,1002.3,0,ENE,0.2
2013,8,18,5,8,22.5,1003.1,0,E,1.1
2013,8,18,6,15,24.9,1003.7,0,NE,1.6
2013,8,18,7,14,26.5,1004,0,NE,1.1
2013,8,18,8,15,29.9,1004.2,0,ENE,1.5
2013,8,18,9,12,31.7,1004,0,NNE,2.7
2013,8,18,10,6,32.8,1003.8,0,NE,3.3
2013,8,18,11,13,33.4,1003.5,0,N,3.1
2013,8,18,12,5,33.9,1003,0,N,2.9
2013,8,18,13,3,34.3,1002.5,0,NNW,2.9
2013,8,18,14,3,35,1001.7,0,NNW,2.3
2013,8,18,15,8,34.7,1001.2,0,WSW,1.4
2013,8,18,16,10,34.8,1001.1,0,WSW,1.4
2013,8,18,17,13,33,1001.3,0,WSW,2.1
2013,8,18,18,13,30.4,1002.1,0,SW,2.1
2013,8,18,19,20,28.8,1002.9,0,SSW,0.9
2013,8,18,20,21,27.4,1003.5,0,W,0.4
2013,8,18,21,24,25.1,1004,0,W,0.6
2013,8,18,22,25,24,1004.3,0,N,0.5
2013,8,18,23,27,23.1,1004.8,0,ENE,0.5
2013,8,19,0,30,22.5,1004.5,0,NNE,0.9
2013,8,19,1,34,22,1004.7,0,E,0.5
2013,8,19,2,28,22.2,1004.7,0,NE,1.2
2013,8,19,3,25,21.7,1004.8,0,NE,1.2
2013,8,19,4,23,21.4,1004.9,0,NE,0.9
2013,8,19,5,19,20.7,1005.3,0,NE,0.6
2013,8,19,6,19,21.5,1005.9,0,NE,0.6
2013,8,19,7,23,24.2,1006.4,0,NE,1.4
2013,8,19,8,18,27.4,1006.6,0,NE,1.2
2013,8,19,9,20,30,1006.5,0,NNE,1.2
2013,8,19,10,17,31.4,1006.1,0,E,1.1
2013,8,19,11,17,32.9,1005.6,0,NE,2
2013,8,19,12,10,33.7,1004.9,0,ENE,1.6
2013,8,19,13,18,34.1,1004.3,0,SSW,1.1
2013,8,19,14,12,35.2,1003.6,0,NNW,1.1
2013,8,19,15,12,34.6,1003.2,0,NNE,1.3
2013,8,19,16,9,34.1,1002.8,0,ESE,1.1
2013,8,19,17,10,31.9,1002.8,0,S,0.8
2013,8,19,18,10,30,1003.1,0,SW,1.6
2013,8,19,19,26,30.1,1003.6,0,SW,1.9
2013,8,19,20,27,28.5,1004.2,0,SW,2.1
2013,8,19,21,27,26.4,1004.4,0,W,0.4
2013,8,19,22,27,25.5,1004.3,0,SSW,0.7
2013,8,19,23,33,24.3,1004.6,0,N,0.2
2013,8,20,0,32,23.6,1004.4,0,NNE,0.6
2013,8,20,1,36,23,1004,0,S,0.1
2013,8,20,2,58,23,1004.1,0,NE,1
2013,8,20,3,65,22.9,1004,0,NE,0.9
2013,8,20,4,68,23.3,1004.6,0,NE,1.4
2013,8,20,5,59,23.5,1005.2,0,NE,1.6
2013,8,20,6,55,23.8,1005.3,0,NNE,1.1
2013,8,20,7,84,25.7,1005.4,0,NE,1.9
2013,8,20,8,131,27.7,1005.5,0,E,1
2013,8,20,9,160,28.7,1005.3,0,NNW,1.7
2013,8,20,10,161,29.2,1004.4,0,NNE,1.2
2013,8,20,11,153,29,1003.9,0,NE,1.4
2013,8,20,12,143,29.4,1003.2,0,NE,0.6
2013,8,20,13,135,29.8,1002.7,0,SW,1.8
2013,8,20,14,89,29.6,1002.5,0,WSW,2
2013,8,20,15,54,28.5,1002.3,0,WNW,1.5
2013,8,20,16,61,26.9,1002.6,0,NNE,1.3
2013,8,20,17,88,26.4,1002.4,0.5,NNE,1.4
2013,8,20,18,95,25,1002.8,0.4,N,1
2013,8,20,19,113,24.5,1003.2,0.8,NNW,0.4
2013,8,20,20,105,24.1,1003.6,0.4,N,0.1
2013,8,20,21,111,24.1,1003.3,0,NE,0.6
2013,8,20,22,91,23.8,1003,0.2,NNE,1.2
2013,8,20,23,82,24.2,1003,0.2,E,0
2013,8,21,0,114,24,1002.9,0,NNE,0.7
2013,8,21,1,143,23.8,1003.2,0,NE,1
2013,8,21,2,144,23.5,1003,0,NE,0.9
2013,8,21,3,135,23.5,1003,0,NNE,0.8
2013,8,21,4,141,23.4,1002.8,0,NNE,0.6
2013,8,21,5,136,23.4,1002.8,0.1,NE,1
2013,8,21,6,130,23.1,1003.6,0,NE,1.1
2013,8,21,7,102,24,1003.8,0,NE,1.2
2013,8,21,8,102,25.7,1004.1,0,ENE,0.4
2013,8,21,9,132,26.2,1003.8,0,NNE,0.7
2013,8,21,10,134,26.9,1003.6,0,W,1.1
2013,8,21,11,131,27.6,1003.3,0,W,1.6
2013,8,21,12,123,28.2,1002.8,0,WSW,2.6
2013,8,21,13,99,29.7,1002.2,0,WSW,2.8
2013,8,21,14,121,30.2,1001.7,0,W,3
2013,8,21,15,84,30.5,1000.7,0,SSW,1.8
2013,8,21,16,72,30,1000.9,0,SW,3
2013,8,21,17,47,28.8,1000.8,0,SW,2.3
2013,8,21,18,75,27,1000.9,0,SW,2.1
2013,8,21,19,53,26.4,1001.7,0,SW,1.3
2013,8,21,20,73,24.7,1002.2,0,SW,1.4
2013,8,21,21,81,24,1002.3,0,SW,0.1
2013,8,21,22,93,22.7,1002.3,0,WSW,0.6
2013,8,21,23,99,22.3,1002.4,0,N,0
2013,8,22,0,111,21.9,1002.3,0,ENE,0.6
2013,8,22,1,111,21.8,1002.4,0,NNE,0.8
2013,8,22,2,114,21.7,1002.5,0,NE,1.1
2013,8,22,3,117,21.6,1002.6,0,NE,1.7
2013,8,22,4,130,21.4,1002.9,0,NE,0.8
2013,8,22,5,131,21.5,1003.5,0,E,0.7
2013,8,22,6,117,22.6,1003.8,0,ENE,1
2013,8,22,7,133,23.8,1004.2,0,NE,1.1
2013,8,22,8,109,23.9,1004.6,0,E,0.9
2013,8,22,9,127,24.3,1004.5,0,NE,0.9
2013,8,22,10,127,24.2,1004.5,0.1,NNW,0.1
2013,8,22,11,,24.3,1003.7,0.1,ENE,1.1
2013,8,22,12,74,24.8,1004.1,0,NNE,0.6
2013,8,22,13,120,25.5,1003.4,0,W,0.8
2013,8,22,14,130,25.6,1003.1,0,ENE,0
2013,8,22,15,119,25.4,1003,0,WSW,1.5
2013,8,22,16,125,25.8,1003.2,0,WSW,1.3
2013,8,22,17,115,25.4,1003.2,0,WSW,1.3
2013,8,22,18,113,24.7,1003.3,0,WSW,0
2013,8,22,19,108,23.9,1003.6,0,W,0
2013,8,22,20,111,23.5,1003.8,0,N,0.1
2013,8,22,21,118,23.5,1004.4,0,ENE,0.6
2013,8,22,22,129,23.2,1004,0,ENE,0.6
2013,8,22,23,115,23.2,1004.2,0,E,1
2013,8,23,0,115,22.8,1004,0,W,0.5
2013,8,23,1,99,22.6,1004.1,0,NW,0.1
2013,8,23,2,104,22.4,1004,0,NE,0
2013,8,23,3,114,22.4,1004.4,0,N,0
2013,8,23,4,97,22.3,1004.1,0,NE,1
2013,8,23,5,79,22.1,1004.5,0,NE,1.2
2013,8,23,6,98,22.2,1004.7,0,ESE,0.9
2013,8,23,7,98,23.1,1005.1,0,NE,0.8
2013,8,23,8,81,25.1,1005,0,NE,1.3
2013,8,23,9,85,27.4,1005.2,0,NE,1.8
2013,8,23,10,71,30.7,1005,0,NNE,1.2
2013,8,23,11,62,32.8,1004.2,0,WNW,1.4
2013,8,23,12,62,33.9,1003.3,0,ENE,2.2
2013,8,23,13,20,34.6,1002.8,0,ESE,1.5
2013,8,23,14,13,34.4,1002.2,0,ESE,1.4
2013,8,23,15,5,34.8,1001.4,0,NE,1.5
2013,8,23,16,12,33.9,1001.2,0,NNE,1.3
2013,8,23,17,16,32.8,1001.5,0,W,0.4
2013,8,23,18,14,28,1002.6,0,SW,1.1
2013,8,23,19,18,25.7,1003.2,0,SW,0.7
2013,8,23,20,20,23.7,1004.1,0,WSW,0.2
2013,8,23,21,28,22.9,1004,0,SW,0.6
2013,8,23,22,32,22.9,1004.1,0,WSW,0.2
2013,8,23,23,38,22.2,1004.3,0,N,0.2
2013,8,24,0,44,22.1,1004.4,0,N,0
2013,8,24,1,48,23,1004.5,0,NE,1.8
2013,8,24,2,71,22.9,1004.5,0,NE,1.4
2013,8,24,3,59,21.9,1004.4,0,NE,0.6
2013,8,24,4,40,20.9,1004.3,0,ENE,0.8
2013,8,24,5,34,21.1,1004.6,0,NE,1
2013,8,24,6,30,22,1004.5,0,NE,1.5
2013,8,24,7,30,24,1004.6,0,NE,2.1
2013,8,24,8,33,26.6,1005,0,NNE,0.7
2013,8,24,9,38,29.5,1005.1,0,N,0.8
2013,8,24,10,30,31.3,1004.7,0,NE,1.6
2013,8,24,11,24,32.3,1004.1,0,E,1
2013,8,24,12,22,33.9,1003.8,0,E,1.2
2013,8,24,13,21,34.8,1003.5,0,ENE,1.9
2013,8,24,14,13,35.4,1002.8,0,ENE,1.1
2013,8,24,15,12,34.5,1002.2,0,ESE,1.8
2013,8,24,16,12,33.8,1002.1,0,WSW,0.6
2013,8,24,17,14,32.4,1001.8,0,SSE,0.1
2013,8,24,18,14,29.5,1002.1,0,SW,1.9
2013,8,24,19,27,26.3,1002.8,0,WSW,0.4
2013,8,24,20,42,24.2,1003.1,0,SW,0.5
2013,8,24,21,47,23.2,1003.4,0,SSW,0
2013,8,24,22,47,22.2,1003.3,0,WSW,0.1
2013,8,24,23,52,21.4,1003.5,0,NE,0.7
2013,8,25,0,57,20.9,1003.4,0,NNW,0.4
2013,8,25,1,44,20,1003.4,0,ENE,0
2013,8,25,2,47,19.5,1003.3,0,NE,0.7
2013,8,25,3,47,19.4,1003.2,0,NE,0.7
2013,8,25,4,35,19.7,1003,0,ENE,0.7
2013,8,25,5,32,19.4,1003.4,0,E,0.9
2013,8,25,6,30,20.4,1003.5,0,W,0.9
2013,8,25,7,29,24.1,1003.6,0,NNE,1.4
2013,8,25,8,32,27.9,1003.6,0,E,0.6
2013,8,25,9,33,29.8,1003,0,ENE,0.8
2013,8,25,10,29,31.1,1002.7,0,SW,1.1
2013,8,25,11,33,32.9,1001.8,0,SSW,1.2
2013,8,25,12,32,34.1,1001.1,0,S,1.8
2013,8,25,13,35,34.9,1000,0,SW,2.6
2013,8,25,14,34,34.6,999.1,0,SSW,2.9
2013,8,25,15,39,34,998.5,0,SW,4
2013,8,25,16,36,33.3,998.7,0,SW,2
2013,8,25,17,33,31.8,998.4,0,SW,3.2
2013,8,25,18,41,30.2,998,0,SW,3.2
2013,8,25,19,34,29.5,998,0,SW,2.8
2013,8,25,20,33,28.7,998.6,0,SW,2.1
2013,8,25,21,35,28,998.3,0,SSW,2.3
2013,8,25,22,37,26.3,998,0,SW,1.1
2013,8,25,23,41,23.9,998.4,0,W,1.3
2013,8,26,0,46,22.8,998.8,0,NW,0.7
2013,8,26,1,47,22.7,998.8,0,NE,1
2013,8,26,2,52,22.1,999.4,0,NE,1.4
2013,8,26,3,57,21.7,999.5,0,NE,0.9
2013,8,26,4,70,21.5,1000,0,NE,1.1
2013,8,26,5,62,21.2,1000.7,0,NE,0.9
2013,8,26,6,51,22.3,1000.9,0,ENE,1
2013,8,26,7,52,25.8,1001.2,0,NE,2.5
2013,8,26,8,44,29.7,1001.5,0,ENE,1
2013,8,26,9,37,31.7,1001.8,0,E,1.5
2013,8,26,10,34,32.3,1001.4,0,ENE,2.3
2013,8,26,11,23,33.3,1000.7,0,ENE,1.9
2013,8,26,12,18,34.1,999.8,0,SE,1.1
2013,8,26,13,11,34.6,999.3,0,ESE,1.2
2013,8,26,14,11,34.5,998.9,0,SSE,2.9
2013,8,26,15,26,33.9,998.7,0,SSW,1.7
2013,8,26,16,30,33,998.6,0,SSW,0.9
2013,8,26,17,54,31.3,998.5,0,SE,1.8
2013,8,26,18,94,30,999.5,0,S,2.5
2013,8,26,19,122,28.5,1000.5,0,SSE,2.4
2013,8,26,20,96,27,1001.4,0,ESE,1.4
2013,8,26,21,82,26.1,1001.9,0,SW,1.3
2013,8,26,22,70,25.6,1002.6,0,SSE,1.4
2013,8,26,23,62,24.9,1002.7,0,SSE,1.3
2013,8,27,0,60,24.8,1002.7,0,SE,2.3
2013,8,27,1,62,24.6,1002.9,0,SW,0.6
2013,8,27,2,58,23.9,1002.5,0,ESE,1.1
2013,8,27,3,40,23.4,1002.5,0,E,1.4
2013,8,27,4,39,23.3,1002.7,0,ESE,0.7
2013,8,27,5,45,23.2,1003.2,0,NE,0.8
2013,8,27,6,46,23.1,1003.1,0,NE,1.4
2013,8,27,7,46,22.8,1003.6,0,NE,1.4
2013,8,27,8,50,23,1003.6,0,ENE,1
2013,8,27,9,53,23.8,1003.8,0,NE,1.7
2013,8,27,10,57,24.5,1003.5,0,NE,1.2
2013,8,27,11,65,24.7,1002.9,0,NNE,1.1
2013,8,27,12,75,25.5,1002.5,0,NW,1.1
